name,lat,lon,time,count,diff
South Station,42.351818,-71.055138,2012-05-04 20:00,66.2333333333,-12.2333333333
South Station,42.351818,-71.055138,2012-05-04 21:00,64.9666666667,-0.966666666667
South Station,42.351818,-71.055138,2012-05-04 22:00,70.4827586207,13.5172413793
South Station,42.351818,-71.055138,2012-05-04 23:00,56.2,2.8
South Station,42.351818,-71.055138,2012-05-05 00:00,50.2333333333,4.76666666667
South Station,42.351818,-71.055138,2012-05-05 01:00,37.6206896552,0.379310344828
South Station,42.351818,-71.055138,2012-05-05 02:00,25.0689655172,-12.0689655172
South Station,42.351818,-71.055138,2012-05-05 03:00,12.3793103448,-7.37931034483
South Station,42.351818,-71.055138,2012-05-05 04:00,5.0,5.0
South Station,42.351818,-71.055138,2012-05-05 05:00,5.58620689655,0.413793103448
South Station,42.351818,-71.055138,2012-05-05 06:00,6.0,-2.0
South Station,42.351818,-71.055138,2012-05-05 07:00,9.26666666667,-5.26666666667
South Station,42.351818,-71.055138,2012-05-05 08:00,15.2333333333,1.76666666667
South Station,42.351818,-71.055138,2012-05-05 09:00,13.7333333333,-4.73333333333
South Station,42.351818,-71.055138,2012-05-05 10:00,18.3666666667,12.6333333333
South Station,42.351818,-71.055138,2012-05-05 11:00,41.5862068966,2.41379310345
South Station,42.351818,-71.055138,2012-05-05 12:00,32.4,-8.4
South Station,42.351818,-71.055138,2012-05-05 13:00,39.8333333333,13.1666666667
South Station,42.351818,-71.055138,2012-05-05 14:00,45.8965517241,-1.89655172414
South Station,42.351818,-71.055138,2012-05-05 15:00,38.4333333333,-18.4333333333
South Station,42.351818,-71.055138,2012-05-05 16:00,37.9,9.1
South Station,42.351818,-71.055138,2012-05-05 17:00,41.1333333333,-5.13333333333
South Station,42.351818,-71.055138,2012-05-05 18:00,39.3,-8.3
South Station,42.351818,-71.055138,2012-05-05 19:00,41.6,-7.6
South Station,42.351818,-71.055138,2012-05-05 20:00,33.5172413793,0.48275862069
South Station,42.351818,-71.055138,2012-05-05 21:00,35.2068965517,4.79310344828
South Station,42.351818,-71.055138,2012-05-05 22:00,26.6666666667,7.33333333333
South Station,42.351818,-71.055138,2012-05-05 23:00,35.5517241379,-3.55172413793
South Station,42.351818,-71.055138,2012-05-06 00:00,30.5666666667,1.43333333333
Children's Museum,42.351658,-71.049767,2012-05-01 00:00,4.36,0.64
Children's Museum,42.351658,-71.049767,2012-05-01 01:00,3.125,-1.125
Children's Museum,42.351658,-71.049767,2012-05-01 02:00,1.73684210526,-1.73684210526
Children's Museum,42.351658,-71.049767,2012-05-01 03:00,1.15384615385,0.846153846154
Children's Museum,42.351658,-71.049767,2012-05-01 04:00,1.33333333333,-1.33333333333
Children's Museum,42.351658,-71.049767,2012-05-01 05:00,1.27272727273,-1.27272727273
Children's Museum,42.351658,-71.049767,2012-05-01 06:00,1.75,0.25
Children's Museum,42.351658,-71.049767,2012-05-01 07:00,1.86363636364,1.13636363636
Children's Museum,42.351658,-71.049767,2012-05-01 08:00,3.25925925926,0.740740740741
Children's Museum,42.351658,-71.049767,2012-05-01 09:00,5.43333333333,1.56666666667
Children's Museum,42.351658,-71.049767,2012-05-01 10:00,4.96666666667,2.03333333333
Children's Museum,42.351658,-71.049767,2012-05-01 11:00,6.23333333333,3.76666666667
Children's Museum,42.351658,-71.049767,2012-05-01 12:00,6.7,2.3
Children's Museum,42.351658,-71.049767,2012-05-01 13:00,7.96551724138,5.03448275862
Children's Museum,42.351658,-71.049767,2012-05-01 14:00,6.7,3.3
Children's Museum,42.351658,-71.049767,2012-05-01 15:00,6.46666666667,3.53333333333
Children's Museum,42.351658,-71.049767,2012-05-01 16:00,7.0,1.0
Children's Museum,42.351658,-71.049767,2012-05-01 17:00,6.63333333333,1.36666666667
Children's Museum,42.351658,-71.049767,2012-05-01 18:00,7.8,-2.8
Children's Museum,42.351658,-71.049767,2012-05-01 19:00,7.73333333333,1.26666666667
Children's Museum,42.351658,-71.049767,2012-05-01 20:00,7.7,-4.7
Children's Museum,42.351658,-71.049767,2012-05-01 21:00,9.13793103448,5.86206896552
Children's Museum,42.351658,-71.049767,2012-05-01 22:00,7.93333333333,-2.93333333333
Children's Museum,42.351658,-71.049767,2012-05-01 23:00,8.1724137931,-2.1724137931
Children's Museum,42.351658,-71.049767,2012-05-02 00:00,6.8275862069,-6.8275862069
Children's Museum,42.351658,-71.049767,2012-05-02 01:00,4.19230769231,-3.19230769231
Children's Museum,42.351658,-71.049767,2012-05-02 02:00,3.0,-1.0
Children's Museum,42.351658,-71.049767,2012-05-02 03:00,1.5625,-0.5625
Children's Museum,42.351658,-71.049767,2012-05-02 04:00,1.2,-1.2
Children's Museum,42.351658,-71.049767,2012-05-02 05:00,1.22222222222,-1.22222222222
Children's Museum,42.351658,-71.049767,2012-05-02 06:00,1.06666666667,-0.0666666666667
Children's Museum,42.351658,-71.049767,2012-05-02 07:00,2.10714285714,1.89285714286
Children's Museum,42.351658,-71.049767,2012-05-02 08:00,2.96428571429,0.0357142857143
Children's Museum,42.351658,-71.049767,2012-05-02 09:00,4.75862068966,-1.75862068966
Children's Museum,42.351658,-71.049767,2012-05-02 10:00,4.24137931034,-0.241379310345
Children's Museum,42.351658,-71.049767,2012-05-02 11:00,6.07142857143,2.92857142857
Children's Museum,42.351658,-71.049767,2012-05-02 12:00,6.06896551724,3.93103448276
Children's Museum,42.351658,-71.049767,2012-05-02 13:00,7.24137931034,-2.24137931034
Children's Museum,42.351658,-71.049767,2012-05-02 14:00,6.51724137931,-4.51724137931
Children's Museum,42.351658,-71.049767,2012-05-02 15:00,7.9,2.1
Children's Museum,42.351658,-71.049767,2012-05-02 16:00,7.76666666667,-3.76666666667
Children's Museum,42.351658,-71.049767,2012-05-02 17:00,7.73333333333,3.26666666667
Children's Museum,42.351658,-71.049767,2012-05-02 18:00,7.53571428571,0.464285714286
Children's Museum,42.351658,-71.049767,2012-05-02 19:00,8.13793103448,-5.13793103448
Children's Museum,42.351658,-71.049767,2012-05-02 20:00,7.8275862069,4.1724137931
Children's Museum,42.351658,-71.049767,2012-05-02 21:00,8.53333333333,-1.53333333333
Children's Museum,42.351658,-71.049767,2012-05-02 22:00,9.4,3.6
Children's Museum,42.351658,-71.049767,2012-05-02 23:00,7.96551724138,-2.96551724138
Children's Museum,42.351658,-71.049767,2012-05-03 00:00,6.31034482759,-2.31034482759
Children's Museum,42.351658,-71.049767,2012-05-03 01:00,3.89285714286,1.10714285714
Children's Museum,42.351658,-71.049767,2012-05-03 02:00,2.0,2.0
Children's Museum,42.351658,-71.049767,2012-05-03 03:00,1.46666666667,1.53333333333
Children's Museum,42.351658,-71.049767,2012-05-03 04:00,1.25,-1.25
Children's Museum,42.351658,-71.049767,2012-05-03 05:00,1.08333333333,-1.08333333333
Children's Museum,42.351658,-71.049767,2012-05-03 06:00,1.18181818182,-0.181818181818
Children's Museum,42.351658,-71.049767,2012-05-03 07:00,1.80952380952,1.19047619048
Children's Museum,42.351658,-71.049767,2012-05-03 08:00,3.39285714286,2.60714285714
Children's Museum,42.351658,-71.049767,2012-05-03 09:00,4.89285714286,-0.892857142857
Children's Museum,42.351658,-71.049767,2012-05-03 10:00,4.24137931034,-1.24137931034
Children's Museum,42.351658,-71.049767,2012-05-03 11:00,6.48275862069,4.51724137931
Children's Museum,42.351658,-71.049767,2012-05-03 12:00,6.75,4.25
Children's Museum,42.351658,-71.049767,2012-05-03 13:00,8.34482758621,0.655172413793
Children's Museum,42.351658,-71.049767,2012-05-03 14:00,7.14285714286,0.857142857143
Children's Museum,42.351658,-71.049767,2012-05-03 15:00,6.72413793103,2.27586206897
Children's Museum,42.351658,-71.049767,2012-05-03 16:00,5.51724137931,4.48275862069
Children's Museum,42.351658,-71.049767,2012-05-03 17:00,6.75862068966,4.24137931034
Children's Museum,42.351658,-71.049767,2012-05-03 18:00,8.85714285714,10.1428571429
Children's Museum,42.351658,-71.049767,2012-05-03 19:00,9.60714285714,2.39285714286
Children's Museum,42.351658,-71.049767,2012-05-03 20:00,10.0689655172,0.931034482759
Children's Museum,42.351658,-71.049767,2012-05-03 21:00,10.1,15.9
Children's Museum,42.351658,-71.049767,2012-05-03 22:00,14.9642857143,-0.964285714286
Children's Museum,42.351658,-71.049767,2012-05-03 23:00,15.0357142857,5.96428571429
Children's Museum,42.351658,-71.049767,2012-05-04 00:00,11.5862068966,-0.586206896552
Children's Museum,42.351658,-71.049767,2012-05-04 01:00,7.65517241379,-1.65517241379
Children's Museum,42.351658,-71.049767,2012-05-04 02:00,3.7037037037,-1.7037037037
Children's Museum,42.351658,-71.049767,2012-05-04 03:00,1.61111111111,0.388888888889
Children's Museum,42.351658,-71.049767,2012-05-04 04:00,1.25,-1.25
Children's Museum,42.351658,-71.049767,2012-05-04 05:00,1.33333333333,0.666666666667
Children's Museum,42.351658,-71.049767,2012-05-04 06:00,1.29411764706,-1.29411764706
Children's Museum,42.351658,-71.049767,2012-05-04 07:00,1.73684210526,1.26315789474
Children's Museum,42.351658,-71.049767,2012-05-04 08:00,3.15384615385,1.84615384615
Children's Museum,42.351658,-71.049767,2012-05-04 09:00,4.03571428571,2.96428571429
Children's Museum,42.351658,-71.049767,2012-05-04 10:00,3.59259259259,1.40740740741
Children's Museum,42.351658,-71.049767,2012-05-04 11:00,5.8,3.2
Children's Museum,42.351658,-71.049767,2012-05-04 12:00,6.37931034483,-2.37931034483
Children's Museum,42.351658,-71.049767,2012-05-04 13:00,6.43333333333,3.56666666667
